Time,X,Y,Target X,Target Y,Heading,Speed,Left Voltage,Right Voltage
0,0,3,0,0,0,0,0,0
0.016666666666666666,0.002111057971145598,3.0000009467593194,3.1181517499397966,4.236303499879593,0.0007966959412462242,0.22564311556014138,7.07975036286075,7.634962724813258
0.03333333333333333,0.007730507306146188,3.0000119925774307,3.1189375770121366,4.237875154024273,0.00291636078979435,0.4243453445490317,7.322347924031346,7.895526893725866
0.04999999999999997,0.016441473114693763,3.0000531384026004,3.120389577997975,4.24077915599595,0.006198506877578274,0.5995427540589697,7.543113366147628,8.131623643095333
0.06666666666666661,0.027879786144088606,3.000151126065324,3.122439388712285,4.24487877742457,0.010500869799606674,0.7542025010727936,7.743919598248609,8.345359647835611
0.08333333333333325,0.04172670993151715,3.000336139421122,3.125030408375845,4.25006081675169,0.015697180031684327,0.8908908364309733,7.926501293670491,8.538688682148717
0.09999999999999988,0.057702724045979356,3.0006395139190434,3.128115352543067,4.256230705086134,0.021675241638191407,1.0118307557204183,8.092460495085875,8.713417426717038
0.11666666666666652,0.0755622137085274,3.0010921813794513,3.1316543464667856,4.263308692933571,0.02833527121204963,1.1189509297339228,8.24327304438571,8.871212258981782
0.13333333333333322,0.09508893312939143,3.0017236481662293,3.1356134367038115,4.271226873407623,0.03558845781069426,1.2139272834950323,8.380295522287668,9.013606667888657
0.15,0.1160921270397356,3.0025613578170764,3.139963426800448,4.279926853600896,0.04335571098935129,1.29821837242122,8.504772453179244,9.142009013784829
0.16666666666666677,0.1384032110004761,3.00363032836132,3.1446789644437065,4.289357928887413,0.05156656930613361,1.3730955198519461,8.617843587590336,9.25771041835772
0.18333333333333354,0.16187292561814381,3.0049529835691144,3.1497378240206886,4.299475648041377,0.060158246064893624,1.4396685259324278,8.720551120407054,9.361892621254421
0.20000000000000032,0.18636889261385678,3.0065491188730578,3.1551203412561235,4.310240682512247,0.06907479272244121,1.4989076287462302,8.813846739556897,9.455635681533478
0.2166666666666671,0.21177351179532516,3.0084359586306126,3.1608089663895647,4.321617932779129,0.07826636344154378,1.5516622904842834,8.898598429100561,9.539925435236078
0.23333333333333386,0.2379821474927869,3.0106282731934053,3.166787909894991,4.333575819789982,0.08768856682327905,1.5986772908675597,8.975596973832783,9.615660646662539
0.2500000000000006,0.26490156110192153,3.013138532983086,3.1730428605611127,4.3460857211222255,0.0973018929871217,1.6406065341221234,9.045562130750593,9.683659811676739
0.2666666666666671,0.2924485532070044,3.0159770832319728,3.179560760242215,4.35912152048443,0.10707120595514137,1.6780249121334194,9.109148447016869,9.74466758758581
0.2833333333333336,0.32054878450806445,3.0191523278149894,3.1863296230635725,4.372659246127145,0.11696529279622583,1.7114385129747394,9.16695071508826,9.799360836717128
0.3000000000000001,0.349135749605289,3.0226709141114227,3.193338389557167,4.386676779114334,0.12695646224562362,1.7412934191381042,9.21950906411217,9.848354280447111
0.3166666666666666,0.37814988174378594,3.0265379134129926,3.2005768082922774,4.401153616584555,0.13702018657434747,1.7679833020964073,9.267313693037293,9.892205767705244
0.3333333333333331,0.4075377700153442,3.0307569932783873,3.2080353391890015,4.416070678378003,0.14713478137527478,1.7918559881264267,9.310809255544246,9.931421167354696
0.3499999999999996,0.4372514733569015,3.0353305796020926,3.215705073966635,4.43141014793327,0.15728111868566308,1.8132191436484058,9.35039891022813,9.966458897723928
0.3666666666666661,0.4672479180680312,3.040260007149973,3.223577670164057,4.447155340328114,0.1674423695021372,1.8323452058750496,9.386448051732216,9.997734109244666
0.3833333333333326,0.49748613967629857,3.0455450016507815,3.231645152638053,4.463290305276106,0.17758069237320787,1.8491796001975047,9.419284255443328,10
0.3999999999999991,0.5279257336320139,3.0511822947053515,3.239898577424434,4.479797154848868,0.18762359893667932,1.8638827095230643,9.449173405660074,10
0.4166666666666656,0.5585312028529731,3.05716620723987,3.2483284806563524,4.496656961312705,0.19751099097006597,1.876741379586072,9.47634488746161,10
0.43333333333333207,0.5892719348506303,3.0634893082674224,3.2569256204299637,4.513851240859927,0.2071989019285472,1.888001437027473,9.501012049465524,10
0.44999999999999857,0.6201215420385342,3.070142902900232,3.265681064671656,4.531362129343312,0.21665646323861354,1.8978738024347621,9.523373359698695,10
0.46666666666666506,0.6510572869410606,3.077117438249568,3.2745862463372974,4.549172492674595,0.2258633776900998,1.90653966907704,9.543613152551462,10
0.48333333333333156,0.682059581523632,3.084402836187982,3.283633003382668,4.567266006765336,0.2348078195311507,1.914154892284904,9.561902397447028,10
0.49999999999999806,0.7131115514422329,3.0919887622561055,3.2928136052078085,4.585627210415617,0.2434846932653492,1.920853711738749,9.578399473341292,10
0.516666666666665,0.7441986572383875,3.099864839692277,3.3021207675398676,4.604241535079735,0.25189419366535765,1.9267519098120574,9.593250936826728,10
0.5333333333333321,0.7753083654969981,3.1080208169133585,3.311547657737181,4.623095315474362,0.26004061843488596,1.9319494930052565,9.606592274585019,10
0.5499999999999992,0.8064298638113174,3.1164466959540884,3.3210878923766236,4.642175784753247,0.26793139251057846,1.9365329699262839,9.618548633335593,10
0.5666666666666662,0.8375538141086027,3.125132828492371,3.330735528794332,4.661471057588664,0.27557626940173613,1.9405772878270193,9.62923552236002,10
0.5833333333333333,0.8686721395112281,3.134069985218395,3.340485052029882,4.680970104059764,0.2829866803924383,1.9441474800539034,9.638759485228668,10
0.6000000000000003,0.8997778404597798,3.143249403487055,3.3503313584018417,4.700662716803683,0.2901752070254333,1.9473000686334665,9.647218738584627,10
