Time,x pos,y pos,phi,motor1 thrust,motor2 thrust,desired angle,desired thrust
0,0,0,0,9.81,9.81,0.00021258503401360543,20.86
0.0033333333333333335,3.2227519227106545e-11,1.1481481481006029e-07,2.953542035680694e-07,9.824763646386854,9.815903020279812,0.00021258503401360543,20.86
0.006666666666666667,1.6671983482177909e-10,4.573456789549408e-07,9.362531788300526e-07,9.835677616019852,9.825311272869035,0.00021258503401360543,20.86
0.01,5.111148449845364e-10,1.1386121396061496e-06,1.9197468621041363e-06,9.845625124323885,9.835347283083522,0.00021258503401360543,20.86
0.013333333333333334,1.2091801982376655e-09,2.267783417930088e-06,3.231403503596653e-06,9.85523387801525,9.845388989268697,0.00021258503401360543,20.86
0.016666666666666666,2.439067749292644e-09,3.952209247718091e-06,4.8543741692265985e-06,9.864642620110002,9.85530319938588,0.00021258503401360543,20.86
0.02,4.411511446918761e-09,6.2974502000158124e-06,6.771389996784431e-06,9.87388403868106,9.865062683823224,0.00021258503401360543,20.86
0.023333333333333334,7.368019671363492e-09,9.407307502323904e-06,8.965225402458721e-06,9.882967765569687,9.874663178226193,0.00021258503401360543,20.86
0.02666666666666667,1.1579076554194042e-08,1.3383852360798583e-05,1.1418826636508329e-05,9.89189836812527,9.88410539327401,0.00021258503401360543,20.86
0.030000000000000002,1.7342358671623868e-08,1.832745479374014e-05,1.4115365717092665e-05,9.900679250386,9.893391114989958,0.00021258503401360543,20.86
0.03333333333333333,2.4980971514599125e-08,2.433681198451859e-05,1.703827616037342e-05,9.909313500083625,9.902522359202733,0.00021258503401360543,20.86
0.03666666666666667,3.484170949090147e-08,3.1508976161949834e-05,2.0171282793247455e-05,9.917804073659692,9.911501187971894,0.00021258503401360543,20.86
0.04,4.729334286202716e-08,3.993938201600155e-05,2.3498428370963668e-05,9.926153837808162,9.920329669462896,0.00021258503401360543,20.86
0.043333333333333335,6.272493473436294e-08,4.972187365657626e-05,2.700409765022922e-05,9.93436557993151,9.92900986888503,0.00021258503401360543,20.86
0.04666666666666667,8.154419096138219e-08,6.094873112299006e-05,3.067303912055692e-05,9.942442011867398,9.937543846135533,0.00021258503401360543,20.86
0.05,1.0417584556088469e-07,7.371069645163727e-05,3.449038450048961e-05,9.950385772162182,9.945933654874032,0.00021258503401360543,20.86
0.05333333333333334,1.310600840066705e-07,8.809699930920706e-05,3.844166608524731e-05,9.958199428031847,9.954181341887097,0.00021258503401360543,20.86
0.05666666666666667,1.6265100651721757e-07,0.00010419538219869418,4.2512832028527234e-05,9.965885477254647,9.96228894649898,0.00021258503401360543,20.86
0.060000000000000005,1.9941513323502517e-07,0.00012209212524532547,4.669025964070439e-05,9.973446350045657,9.97025849997874,0.00021258503401360543,20.86
0.06333333333333334,2.41829952969441e-07,0.0001418720705694045,5.09607667857359e-05,9.980884410921476,9.978092024935846,0.00021258503401360543,20.86
0.06666666666666667,2.903825169631481e-07,0.00016361864625295981,5.531162145907172e-05,9.988201960554413,9.985791534705283,0.00021258503401360543,20.86
0.06999999999999999,3.4556807893815337e-07,0.00018741388990696712,5.9730549628697995e-05,9.995401237613708,9.993359032724994,0.00021258503401360543,20.86
0.07333333333333332,4.078887824811737e-07,0.00021333847184580324,6.420574142107114e-05,10.002484420591065,10.000796511908659,0.00021258503401360543,20.86
0.07666666666666665,4.778523966408101e-07,0.0002414717178754773,6.872585573314746e-05,10.009453629607911,10.008105954016816,0.00021258503401360543,20.86
0.07999999999999997,5.55971100429856e-07,0.0002718916317020764,7.328002335098567e-05,10.016310928201918,10.015289329029061,0.00021258503401360543,20.86
0.0833333333333333,6.427603167555038e-07,0.00030467491696675546,7.785784865450954e-05,10.023058325090515,10.022348594519945,0.00021258503401360543,20.86
0.08666666666666663,7.387375961380659e-07,0.0003398969989134942,8.244940998697702e-05,10.029697775909296,10.029285695040988,0.00021258503401360543,20.86
0.08999999999999996,8.444215504250723e-07,0.00037763204569574204,8.704525876652205e-05,10.036231184923386,10.03610256151106,0.00021258503401360543,20.86
0.09333333333333328,9.603308365621643e-07,0.000417952989327968,9.163641741582645e-05,10.042660406709992,10.04280111061721,0.00021258503401360543,20.86
0.09666666666666661,1.0869831903450007e-06,0.000460931546288033,9.621437618455335e-05,10.048987247810544,10.049383244227869,0.00021258503401360543,20.86
0.09999999999999994,1.2248945099473161e-06,0.0005066382377762039,0.0001007710889376399,10.055213468350946,10.055850848820157,0.00021258503401360543,20.86
0.10333333333333326,1.374577988899196e-06,0.0005551424096365299,0.00010529896798091769,10.06134078362866,10.062205794922923,0.00021258503401360543,20.86
0.10666666666666659,1.536543298076425e-06,0.0006065122519462083,0.00010979087799381187,10.06737086566544,10.068449936576949,0.00021258503401360543,20.86
0.10999999999999992,1.7112958161562866e-06,0.0006608148182784713,0.00011424012913707453,10.073305344724702,10.074585110813647,0.00021258503401360543,20.86
0.11333333333333324,1.899335907897245e-06,0.0007181160446444347,0.00011864046940164582,10.079145810792651,10.080613137153392,0.00021258503401360543,20.86
0.11666666666666657,2.1011582495093992e-06,0.0007784807681192577,0.00012298607626281172,10.08489381502239,10.086535817124552,0.00021258503401360543,20.86
0.1199999999999999,2.3172512002992273e-06,0.0008419727451578732,0.0001272715477018536,10.090550871140387,10.092354933804106,0.00021258503401360543,20.86
0.12333333333333323,2.5480962196957894e-06,0.0009086546696054635,0.00013149189265536658,10.096118456814775,10.098072251380643,0.00021258503401360543,20.86
0.12666666666666657,2.7941673286959887e-06,0.000978588190407765,0.00013564252095036949,10.101598014985095,10.103689514740397,0.00021258503401360543,20.86
