Time,X,Y,Target X,Target Y,Heading,Speed,Left Voltage,Right Voltage
0,0,0,0.0,0.0,0,0,0,0
0.016666666666666666,0.0008549284162946878,-7.985511794257155e-07,0.0047619047619047615,-0.0047619047619047615,-0.0016578706128047745,0.09155581593923692,3.574192605121362,2.4188714317683884
0.03333333333333333,0.0031468113611129787,-1.0179510355531551e-05,0.014285714285714285,-0.014285714285714285,-0.006068353347515568,0.1736009979928305,3.7402018738794336,2.5478820984317476
0.04999999999999997,0.00672742248489254,-4.538595398668698e-05,0.023809523809523798,-0.023809523809523798,-0.012896218468191632,0.24724806086682483,3.891892203232815,2.6684605646419435
0.06666666666666661,0.011465429063439586,-0.00012985688772600246,0.033333333333333305,-0.033333333333333305,-0.021843291065644532,0.31346483235021677,4.030360075977289,2.781245884071631
0.08333333333333325,0.01724398666297259,-0.0002905097743295779,0.042857142857142816,-0.042857142857142816,-0.03264387607077802,0.3730945388098228,4.156615838627534,2.8868179103972023
0.09999999999999988,0.02395867274229209,-0.0005557811027245397,0.05238095238095232,-0.05238095238095232,-0.045060821949513545,0.4268729832910098,4.271590254416043,2.9857033991692594
0.11666666666666652,0.031515731002654576,-0.0009542302598128953,0.061904761904761824,-0.061904761904761824,-0.05888212566961335,0.47544324922656495,4.376140667117853,3.0783814337613777
0.13333333333333322,0.0398305912049107,-0.001513561558697376,0.07142857142857133,-0.07142857142857133,-0.0739179972620065,0.5193682970652563,4.471056770429692,3.1652882641900066
0.15,0.04882662776222069,-0.0022599562934368283,0.08095238095238091,-0.08095238095238091,-0.08999831537638328,0.5591417655517049,4.557065988555063,3.246821632503117
0.16666666666666677,0.058434122075904225,-0.0032176342523483185,0.0904761904761905,-0.0904761904761905,-0.10697041612442902,0.5951972423220954,4.634838479910481,3.323344646343168
0.18333333333333354,0.06858939674357244,-0.004408584618442513,0.10000000000000009,-0.10000000000000009,-0.12469716659503709,0.6279162285999776,4.704991779394891,3.3951892526159404
0.20000000000000032,0.07923409351308033,-0.005852421422691991,0.10952380952380966,-0.10952380952380966,-0.14305528202418713,0.6576349889740206,4.76809509657022,3.4626593554508585
0.2166666666666671,0.0903145706634094,-0.007566330047038957,0.11904761904761925,-0.11904761904761925,-0.16193385196165933,0.6846504485826563,4.824673288034214,3.5260336164161106
0.23333333333333386,0.10178139908805155,-0.00956507970821451,0.12857142857142884,-0.12857142857142884,-0.1812330461060237,0.7092252757322616,4.8752105226037425,3.5855679699242544
0.2500000000000006,0.11358893960688952,-0.011861083139807875,0.1380952380952384,-0.1380952380952384,-0.2008629749505413,0.7315922673703684,4.9201536578880045,3.6414978826679336
0.2666666666666671,0.1256949868925892,-0.014464489383785419,0.1476190476190479,-0.1476190476190479,-0.22074268413815687,0.7519581373597232,4.959915346546518,3.6940403825531902
0.2833333333333336,0.13806046786800974,-0.017383299114716783,0.15714285714285733,-0.15714285714285733,-0.24079926458173337,0.7705067926750933,4.994876890075408,3.743395879787781
0.3000000000000001,0.1506491845375992,-0.02062349455427397,0.16666666666666677,-0.16666666666666677,-0.26096706306415574,0.7874021700675211,5.025390857396956,3.7897498004088885
0.3166666666666666,0.16342759299489013,-0.02418917801497689,0.1761904761904762,-0.1761904761904762,-0.2811869802734898,0.8027906950668836,5.051783484875105,3.833274050503348
0.3333333333333331,0.17636461184023286,-0.028082714607063377,0.1857142857142856,-0.1857142857142856,-0.301405845118972,0.8168034161320632,5.074356873667244,3.8741283276112917
0.3499999999999996,0.18943145448721113,-0.03230487577398937,0.19523809523809504,-0.19523809523809504,-0.32157585577085623,0.8295578590621354,5.093390999568663,3.9124612942563193
0.3666666666666661,0.20260148086923271,-0.0368549811817588,0.20476190476190448,-0.20476190476190448,-0.34165407921832924,0.8411596402428373,5.109145549725275,3.9484116271707097
0.3833333333333326,0.21585006491214795,-0.041731037142828026,0.21428571428571389,-0.21428571428571389,-0.36160200228429473,0.851703871743225,5.121861599795068,3.9821089545519053
0.3999999999999991,0.22915447484288085,-0.04692987025709932,0.22380952380952332,-0.22380952380952332,-0.3813851280068008,0.86127638654818,5.131763144339717,4.013674692573274
0.4166666666666656,0.24249376398245184,-0.05244725533800423,0.23333333333333275,-0.23333333333333275,-0.4009726121218469,0.869954808186466,5.139058492434153,4.043222791360371
0.43333333333333207,0.2558486701452959,-0.05827803698884025,0.24285714285714216,-0.24285714285714216,-0.42033693508433656,0.8778094855842014,5.143941539700902,4.070860399720379
0.44999999999999857,0.2692015221530782,-0.064416244424259,0.2523809523809516,-0.2523809523809516,-0.4394536056623812,0.8849043110491618,5.1465929272143365,4.0966884570666116
0.46666666666666506,0.2825361522851398,-0.07085519930977123,0.26190476190476103,-0.26190476190476103,-0.45830089265121804,0.8912974367955457,5.147181096982489,4.120802220203904
0.48333333333333156,0.29583781374171936,-0.07758761653010873,0.27142857142857046,-0.27142857142857046,-0.4768595816902647,0.8970419032868335,5.145863253004926,4.143291731928003
0.49999999999999806,0.3090931024006201,-0.08460569790415211,0.2809523809523799,-0.2809523809523799,-0.49511275454170095,0.9021861908512613,5.142786236227378,4.164242237737099
0.516666666666665,0.3222898823117231,-0.09190121894663775,0.29047619047618944,-0.29047619047618944,-0.5130455885110267,0.9067747044637584,5.138087321069352,4.183734556352074
0.5333333333333321,0.3354172145039541,-0.09946560884013836,0.29999999999999916,-0.29999999999999916,-0.5306451739673345,0.9108482002507072,5.131894940591453,4.201845409189895
0.5499999999999992,0.34846528878202887,-0.10729002382881535,0.3095238095238089,-0.3095238095238089,-0.5479003481603266,0.9144441611262837,5.124329346794997,4.2186477134282185
